Tweet,Actual label,Predicted label
My favorite song for now. I even learned the dance moves also  Ã¢â¢Â« http://blip.fm/~7sf9m,1,1
Today I get to showcase our products to a different part of town I am really hoping this works out ... fingers crossed ...,1,1
@fwmj can-spam violation! Send em to jail,1,0
one of my boston terriers is limping like crazy :/ its really bothering me.,0,0
look at my side channel now  http://www.youtube.com/user/GTAGtwo,0,1
"@BATYASMUSIC OMGGGG *-* cool! send me ur songs!  well not now , but somtime - you have 2 ! xP",1,1
"wanted to leave for sharm el sheik, but there are no flight tickets left till tuesday",0,0
"@oXQuinzelXo girl once you are out, you're finally free. i missed it for like two seconds and then i went to sleep! you'll be fine",1,1
@Welshracer Oh good  Haven't seen you in a while,1,1
@StashaAnne CaseFace told me you were coming back home! Better be seeing a lot of you over the summer,1,1
@Lucky_Gem @TDLQ hey!! i told u i was a master corrupter!! &amp; yes i've had a hand n developin Lu's filthy mind!  i'm so proud i could cry!!,1,1
@djmere But I like that pic,0,0
@caitlinjoneill that's why you are visiting alllllll the time next year.. It will never be the same though,0,0
Survived his Microteach,1,0
@sethsimonds Hehe !,1,1
@depping Beer is kicking in Duncan,1,1
yay finished finally. goodnight twitter,1,1
"hommme, early morning tomorrow. ahh.",0,1
going to fucking school,0,0
"@dalerankine  Dale, You can make a preso &quot;How the mobile games can save the word and give happiness&quot; ;)",1,1
"@a SureÃ¯Â¿Â½ shall I take my jet down, or are you taking your up today?",1,0
http://twitpic.com/6e2i7 - They met Cookie too.. Connections. Ughh lol so unfair!,0,1
"finally finished-ish after about 90 minutes, i need to clean myself and my laptop (URGH) up",0,0
has a follower! i feel so fulfilled!!,1,1
Bad news: Getting stranded in Denver for the @TMobile_USA / @nba viewing party tour cost me the &quot;lead Knight Templar&quot; role...,0,1
@jimmysparkle Wait a minute? I thought I was the new PHP developer?,0,0
wow i miss you too @MayanUra.haha just got our CPU back  hey get on on skype,1,1
@VGiacoppo that is so crazy you wrote about ticks because Oprah needed advice and now you totally made me look smart,1,0
@wildpeeta Good Morning,1,1
@SaraDonmoyer omg such an INTENSE episode! can't wait for next week! saw jk+8 too...so sad  hope your summer is going well too!,0,1
"andrea i love you lots, but u dont love me",0,0
@mitchelmusso I want to talk with but the calls are so expensive  I LOVE YOU,0,1
"@johncmayer I made you an iMix John,  I hope you will listen to it, (I think you will like it) ;) http://tinyurl.com/c59da",1,1
@jimmyeatworld Thank you for following me. I heart your music...,1,1
@duchess_rebecca Man... intervention is soo sad,0,0
Just dyed my hair red and turned out to be a complete mess,0,0
"get of my twitter, get ur own- anywayz yes casino was good pcd n lady gaga was swick!!!! got sore feet now",0,0
"it's sooo warm, have absolutely nothing to do the now, it's so killer!",0,0
Just watched the Iranian woman killed in protest video.  Wow! VERY sad.   #thingsnottowatchevar,0,0
Watching twlight,1,0
it breaks my heart to see my dog in pain,0,0
"@strredwolf Yay!  Oooh, linky when you have the pictures up?",1,1
healing a broken heart,0,1
@luv_the_radke we should  cause not everyone can get into the buddy chat,0,1
misses her daycare kids,0,0
Yay thanks @mikeaar for the pic  waiting for tyson and then we can go home,1,1
http://bit.ly/XDWRr Starting 12 hour drive.,0,1
"at the airport, Crete here I come",1,0
...some painting going on but almost done &quot;the wall&quot;  QUICK DINNER BREAK!,1,1
@scienceofsleep i want to be there,0,1
@leighbryner You forgot to mention talking to the most awesome person ever on bb messenger,0,1
@zagatam pictures here: http://picasaweb.google.com/kallie.mcconkie The link was on facebook! Check it out.  Many more to come.,1,1
off to berkeley to pick up big brother!,1,1
Nuthin' sadder than leaving Hatteras beach house on lovely day  bye-bye! http://mypict.me/4DAc,0,1
Its a new day. Don't give up cause I asssure you He hasn't given up on you,1,0
"Going to bed.. Goodnight twitterland,",1,1
@LWPEANUT32 lol right...but im mad he gave us this quick ass break,0,0
i shouldn't be twittering i should be on eclass,0,0
Gotta do some stuff before I go to the game. &amp; my back's hurting. Morning homie!!,1,1
@mileycyrus http://twitpic.com/549fx - hapi birthday to your mum~,1,1
my best friend from high school can't come to my wedding or be in my bridal party anymore,0,0
@craigross316 i'm at home had to come home last night  my babysitter not so easy like you lol,0,0
"doesnt like all the german tests, two weeks full of them  but is enjoying the sun ;)",0,0
@gamejobhunter No #artist jobs in Seattle?! They're all in Canada,0,0
so sick of lame ass niggaz;;i dont think ill ever find somebody dat will like mii 4 mii,0,0
@cristinaaoww sux I won't be there,0,0
Just said some HARD goodbyes  Lasits I love you...Denver doesn't even know how lucky they are!!,0,0
Goodnight. Tamad na ko magplancha. Bukas na lang. Toodles!,1,1
@EmmaAutumn ah same  how was oliver?? so anooyed i couldnt come. we are the only ones with twiiter  its great! x,0,1
dan levy from mtv is a hottie and should follow me!,1,1
"@aaroncarter7 why u don't turn on your phone, dude?",0,0
preeeepare yeeeee the way of the lord...preeeepare yeeee the way of the lord,1,1
@photogirl26   Someone sent that to me the other day.,0,0
@fashunvictum thanks! I think the luck helped.,1,1
"huh, so bored today!!! i'm alone at home!!! someone help me!!",0,0
Gooooooood morning.,1,1
"@vicchi nope, Expedia and location don't go together (weird but true) and hence I won't be there",0,0
"I am uber, uber sad I'm going to miss @wintersleep on Friday at Dundas Square because I'll be working at the Edge down the street",0,0
@MissDadeCounty  What ever it is make me some too cuz im starving,1,0
@rosie_rage nope  tommy was being gay etc so they wouldn't let us!! but i suppose the gig made up for it (LLLL) did you enjoy it?! x,0,1
@SteffaniYu steeef! ) are YOU okay?,1,0
off to the gym to workout..i feel really motivated today for some reason..,1,0
@t0m But support PM's isn't a good reason to leave a good team.,0,0
@RiffingMonkey Go on. Tell me the whole story. IÃÂ´m very intressted,1,1
@queenb1979 I did -- rest his soul,0,0
"@mkvlln its a suspected crash. its like highly impossible its still in the air i thk,lack of fuel...",0,0
@PeterBestel yes we have clear blue skies here and it looks set for the week,1,1
@_LailaN aww i have been worried bout ya u bak on msn soon god my life is fucked anutie has only days 2 live so upset  txt me soon ly xxx,0,0
"@theatredogg Actually, it's best if you DON'T tweet about your eating habits or bathroom schedules, etc. Unless it's quite funny",1,1
want to be back on hols,0,1
"@Melde I can go for that! I'm not rooting for anyone myself, just like the hockey-ness of it.",1,0
OMG @elephantparty !! Amazaing..I think heaven maybe feel alot like drinking shopping and  all rolled into one!,1,1
too nice to be in work tomorrow,0,0
Celebratory brunch at McD's (Pitsea) after a very complimentary trip to my GP for 'MOT' results.,1,1
@JonathanRKnight could you hook me up with 1 meet and greet? TRUST ME - i'm a total loser with no friends that would even go with me LOL,0,1
Had fun 2nite...i was pleasantly surprised,1,1
"@UxSoup no, gonna be in Paki",0,0
@brittanytastic lol do it!,1,1
@allstaralice IRL she's gonna be gone for a week,0,0
@samantharonson Haha I love samantha ronson...she's fan-fuckin-tastic...always makes me laugh...,1,1
"i need to go to sleep,but im not tired",0,0
"@fadefromblack duno what else youre gonna say, but i wish i'd been around in the 70s too  possibly 60s, actually.",0,0
On my way home to Huntsville. I have a doctor's appt for every day of the week almost next week. Pretty sure I'm falling apart,0,0
@BonedaddyKing that article is helpful and I was already practicing most of that - except I drink alcohol,0,1
Almost done with Rant. Beautiful book. You guys should read it,1,1
@ijustine ME! please please please please  #gimmefailwhale,1,0
just came home from that damn regents ugh heade to the airport to drop off my mommy...im gunna miss her,0,0
@jusNate That's the problem. These are my old bitches. We'd be out 4 nights a weekend. Then everyone got old and grew up. 'cept me!,1,0
its almost 11 pm &amp;&amp; I need some sleep. Omg we have singing practice tomorrow. Noooo  i hate school so far.,0,0
"@catspyjamasnz Good food, good friends, good life. What more could anybody ask for?",1,1
&quot;shall I show you why angels have swords?&quot; @nikosbrook gets the triptych out. so glad we're friends.,1,1
Oh no! Walter Cronkite is not well!,0,0
"#iPhone I want one  Internet everywhere and anywhere, ahhh!",0,1
@cathicks I have a bunch at home...and I ALWAYS forget em!,1,1
&quot;3&quot; is almost here.  http://plurk.com/p/x2lui,1,1
@Oprah Good nite Oprah.. Shout out from Jakarta!,1,1
Yay  So.. How Is Everyone?,1,1
"@MichelleMURDERR haha, you're funny! shoulda gave him your digits when he asked me for them. hope you got the camera he planted too...",1,1
Just told Joe what his anniversary present is because it wouldn't get here in time,0,0
why am i losing subscribers!?!,0,0
@taluta @britesprite In the interest of twitter friendships i think we should make a pact to destroy all attempts at the creation of it!,1,1
@pickwick I love thunderstorms. But we never have them down here.,0,0
"has a horrile headache &amp; i miss kelby, and i have to sleep alone tonight.",0,0
"&quot;we want more!&quot; more pcd, more nicole! im in love with them",1,1
me and @maddeh are so in sync that both of our stummics hurt right now,0,0
@mwjcomputing  I'll try to get some attendees from my Southfield location.,1,1
everyone else has a more interesting life then me!  how sad,0,0
@jamesmelzer mmm... That could come in handy  I think I need to get my carrier out of the garage first. But a cyno would be handy,1,1
God i miss nick so much  i need him and his love badly.,0,0
@bimbler did you give the right address cos the aliens aren't here yet,0,0
@SoftSurrender Nope i dont think so! Im gonna be off now anyway!  You'll have to twitter me or FB me about the thing!! LY loadsss xxxxxxxx,0,0
@recreate better bring it at chocolate wine tasting tomorrow! have lots of guests coming. have never had chocolate wine,1,1
"@ohhcrapitstim oh well, if you ever go on wi-fi on mario kart. Just @reply me and ill join you.",1,1
i feel ill. cant sleep.,0,0
"Sunday, noo waay! I hate it!",0,0
Just looked up movie times. Dance flick and ghost of girlfriends past aren't playing at eastgate.,0,0
Why do I always watch Origin when I know it'll end badly for the Blues?!,0,0
"if only they had a &quot;its raining too hard, work is cancled&quot; day",0,0
"Cor, thanks hun. Can't wait to get home now to see them. I'm grocery shopping. Have I mentioned how much I love grocery shopping",0,1
Just came 11th in cross country and beat dumbo,1,0
"#followfriday If I follow them, they're worth your attention.  Thanks @prjctmayhem and @ElyssaD. Keep the #fuckfascism movement going!",1,1
@myinkyfingersAU iphone FTW!!!! All Apps are good!! LOL.. Twitterfon for Twitter.. That'd be first,1,1
Still can't sleep..missin' my dobby...,0,0
@Milonare It was fun actually.Where were you?Zen?Mercury?No blue,1,1
"ROFL @ GlennBeck. Says govt going to make cars ... &quot;about half the size of a golf cart, and made out of tinfoil&quot; - hahahahaha. ILUVEGB!",1,1
"zomg, the sims 3 comes out tomorrow!",1,1
@chemicalzombie  -sits in corner- -holds self-,0,1
@BR33ZY23 hahaa your welcome &lt;3 just remember when u become all famous i was one of ur first fans and the giirl who was screaming hahaa,1,1
I love gettin spoiled. Its freakiin Awesome,1,0
@ajv is graduating ... Like right now.... I am so pumped ! No more college an much more @vaynermedia  I love my bro,1,1
trying not to eat...dinner tonight at the pearl st grill with my babe,1,1
less than 6 days til Jerrica is here,1,0
@montypop Aw no  We'll miss you at the com. Good luck with work?,0,1
my internet connection is totally sucks tonight,0,0
@Jchawes and @grantswilson you two just made my day with you tweets.,1,1
making some Rostbratwurst for lunch   mmmmm,1,1
"@ChaiBella oh i didnt knew that , i will give her the link",1,1
@mousebudden  all the girls in tha waiting room. &amp; u still havent followed me.,0,0
Noooooo!!! I'm caught up,0,0
I may not have seen a single game (silly swedish tv) but the Lakers won. Woo hoo!,1,0
@omqaawdkaay YOU GO GIRL !!!!!!!!!,1,1
Poor Snifit!  Didn't you save before the test?!,0,0
Where'd the sun go?,0,0
@Rina_spn I have heard that from a few people. I hope u are all right!,1,1
I love Wii!! Wii sports and Wii Fit!,1,1
@Nahhhhhhh probably a good thing for my bank account...,0,0
is attempting to be clever.,0,0
so i guess im being paid to go to school now,1,0
@amandabaybee09 check email check email check email  xoxoxo thanksssss,1,1
I really wish there was a magical remedy that would stop this rain.,0,0
Sinus infection.  Going back to bed.,0,0
i miss my ex soo much,0,0
omg i heard justine didnt win  poor her it was her 2nd chance. i really hope she makes it to last week she is such a gr8 cook,0,1
@jolynthegreat i know right i dont want my insomnia to come back  do you still want us to help you on ur paper dress?,0,1
@MiDesfileNegro no  i dont wanna hurt you..,0,0
@harleymac1 At the rate my 14 yo is going it'll be a not-so-minor miracle if she makes it past 16 without getting pregnant.,0,0
"@spbloom Actually, being Japanese, it is Okaiyu Gohan (Soft Rice) which has lots of other bits and pieces. Food for sick basically.",1,0
"@Schofe http://twitpic.com/5fdpd - Thats my Redwood, excelent",1,1
shocked how many empty buisnesses over manor royal   on way to dad's  how many plants that man has to water!!,0,0
@ctayah lmao hahahaha opps I will redo that,1,1
"My brain is now well and truly FUBARed. Really need to have a better day tomorrow, today's been as unproductive as I've been all term.",0,0
@litlestar23 yeeessss...she is so close,1,1
"@gaylejack hello..if i promise to watch your game, will you promise a TX win AND a Yanks win?",1,1
@XEricaaaaa I dunno if you do!! I did a flip before and fell off the couch  ouch.: @XEricaaaaa I dunno if you do!! I did a flip before ..,0,0
@storylet Wish you a creative day!,1,1
@aGoat My greeting cards are farking crazy!  http://farking.cc,1,1
I'm sitting on the computer. Sorry I haven't been on Twitter!,0,0
is starting her English Alevel revision...... 2 hours before it starts,0,1
@EricSB I know! MS has a winner on their hand,1,1
@therealdemi  which demi to follow &quot;demi real&quot; or &quot;demi lovato&quot;???,1,1
"@Dannymcfly ooown, *-*  Eu te amo Danny",1,1
A bird pooped on me @ the zooo.....  fml!!,0,0
having lunch @ sushi yoshi,1,1
Tomorrow is the wedding! Hope to see you all there!,1,1
@emsha24 hello misha! it has been a long time.,1,1
Still ill  ouch-ness,0,0
"@gloxpolguard   ur sweet!   thank you, will keep that in mind",1,1
Just dropped four of my freshly-bought bagels on the floor.     Bagel bummer.,0,0
"Would like opinions on http://bit.ly/17vwgO my first jazz performance, if you could be so kind",1,1
This is a slow paced- relaxing sunday! *which will eventually be disturbed-just got call that dear ole grandma's coming over...great!  lol,1,1
bored  www.youtube.com/TahliaCaitlyn,0,1
@tinkcashley ooo can u bring me back some?,0,1
no countdown because it is only 4.6% per day this trip,0,0
@FxNxRl reasons for using IE .... Rolf,1,0
Agh I love Hollywood. I don't want to leave,0,0
@spicycauldron Oh you're such a tease...making us wait till tomorrow for your next masterpiece!,0,1
Still working... Internships are a little like slavery.,1,0
Working then exam later,0,0
almost cried with Greys Anatomy tonight! soo sad  gosh i get too involved!,0,0
Do these cars nott relize that its only 55 on this highway!?! This motorcycle I swear was going atleast 80..haha,1,0
@WiltingSoul Don't think of it as slobber. Think of it as lubrication,1,0
@mitchelmusso OMG. Just got UR CD off iTunes... AMAZING. &lt;3 I wish I could come C U at the Grove! Sad!  But I still think UR awesome! &lt;3:],0,0
now has a futon. My arse now has a place to settle after work,1,0
"i love saturdays, cuz i don't have to worry about eat healthy food",1,0
"@HollyOrd You're welcome...thanks for posting in the first place, that's the first I heard of it. It's a big deal.",0,1
Raw apples are good for constipation   http://www.epictureperfect.net,1,1
@CathrineSchack No...it wouldn't,0,0
@gloom_yasmin hmmm was thinking of baking a cherry pie.  Have u seen my Deadly Chocolate Cake recipe? http://tinyurl.com/n3wh43,1,1
"@funkyfabrix mum, my arm is hurting. like the whole thing is aching. im dying",0,0
9 new followers since i've been on 7:25A.M-now 8:00 in the mornin  ; thank you guy's sooooo much,1,1
"@tommcfly Aw you've reached 70000 followers. Not a good thing, now its impossible to get a reply from you.",0,0
@TomFelton just checking in to see how Jade is doing. Hope she's taking it easy and using some moist heat. Give her my best,1,1
"@DavidArchie i'll be sure to check it out tomorrow! i would tonight, but i better go to bed. thunderstorms kept me up all night",0,0
"@Witch_on_demand hach, I whish I could be in Berlin with you guys... I'm missing out on everything lately",0,0
[-O] i wish i was going to wwdc...  http://tinyurl.com/pzxs9s,0,0
@GabrielSaporta oh noes!!! thats awful!!!!  who won?!,0,0
@BJP69 yes wasn't it awesome,1,1
I just upset myself by looking at the Bonaroo set list.  I wish I could goooo.,0,0
@albinokid You know what's sad? You haven't/probably aren't coming to KY. That gives me a sad.,0,0
@smosh admit it! you both don't just admire the spice girls but also hannah  don't be so shy.. just tell us!,1,1
"@AnnaLynneMc   &quot;you see darling, you are a whore&quot;  Gina Gershon to Elizabeth Berkley in Showgirls",1,1
@singlemom75 omg hows everything going with apollo &amp; romeo? im so behind,0,1
"@hitekfame  i'm not on the computer, but if u can e-mail it to luckylibra.earstyle@gmail.com or LuckyLibra@earstyle.net",1,1
"i want to eat something gooood, like chocolate muffins or cookies or candy.....",0,0
this blows just being at home home with a fudged ankle,0,0
It's too early   Sister is graduating college today so any my mom is really hung over so not feelin good! haha Happy mother's day!,0,0
@ijustine hey i-j i just gave my old imac g3 away yea i know sad  but it will give my freind brit more help than me,0,0
Slacking at macs now  so tired.,0,0
"Where the magic happens every month LOL Sophia did a terrific job, as usual! What am I gonna have for dinner?  http://twitpic.com/2y5bz",0,1
happy birthday to me! not pleased with being up this early,0,0
Headed back to Pulaski,0,0
had a great hungry man breakfast with the kids.... what to do today? Ahh think we will go get sparklers they'll like those for tonight!,1,1
Is a bit hungover from last night.,0,0
Cat brought a live shrew in my room at 7am for me to rescue.  Re-arranged 2 rooms in the process :K,0,1
"driving to paso robles today for an exotic animal petting field trip, basically. so excited. i love my career choice.",1,0
I'm still here yay!!,1,0
@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!,0,1
Canucks,0,0
@joshtastic1 and 16gb white one  preettty,1,1
"@KisseyAsplund Really? It's nice and warm here in Atlanta,GA . I want to visit Stockholm. I bet it's nice",1,1
@ZachBaran also has to find an iPod and start playing WoW...and also hang out with Kyle soon,0,1
"@merchantships You're welcome!  Math is really *not* my favorite thing but it's also so useful, so...",1,1
wishing i had an iphone,0,0
So tiredd. Working 8:30 - 7:30,0,0
At safra jurong eating jap food!  super hot now! - http://tweet.sg,1,1
@dimntrg need you to email / FB me your addy,1,1
"I've had a great week!  Got my L.A. lawyer, a major label and producer requested my material, AND I got extra hours @ work!",1,1
"finally, i got a nice room for my wife, welcome ....",1,1
outside reading with my sunglasses and a bud light...ahhhhhh,1,0
"@killaahxtee,lol you can say that on Twitter,haha..but its better to keep it clean.",1,0
"@NJMacMagic i need a mac  .has old dell inspiron 600 that is sorta fixed ,  not enough $$ to buy a mac ..........sigh",0,0
"@MariahCarey I wish I could hear you sing, Ms Mariah..",1,1
@ACTORSandCREW [blush-blush!] #followfriday @DanielDevlin @kooder GOOD PPL (&amp; they don't always come 12 to the dozen) THX!!!,1,1
@rockerannah Are you kidding??  He's already surpassed ALL FIVE New Kids On the Block!!  LOL!!    Yay @joelkonecny!!,1,1
I have the best husband EVER!! Breakfast ready when my sleepyhead woke up!,1,1
"I learned Vanessa Paradis' Pourtant, Raphael's Hotel de l'univers and Melanie's Lover of My Friend for today's show",1,1
OMG! Renewing a car license is such a PAIN IN THE ARSE! Still not finished yet,0,0
@Smo21 yea? well i want you to come back here,0,1
@chelseamorning Great pick! I always forget how wonderful Peggy Lee is.,1,1
@tonyzagod ok I will open it now .. I can't seem to sleepy,0,0
Al-Baqarah:216 - ponder on that Nadiah Liyana.,1,1
is watching Miggy Montenegro again! jusko!!! adik??? (LOL) for the sake of my lil sister... ulitn natin!  http://plurk.com/p/x7fzn,1,0
@evilroot Thank you Evilroot.. Nice to know there are peeps out there,1,1
there was an earthquake while i was sleeping,0,0
Don't ruin my day mr. Orthodontist,0,1
Phone will die soon. What to do now? Oh no!,0,0
"taking my sister back and then revising and HOPEFULLY talking to Dave, I bloody miss him",0,0
"@What_Amy_Said Phillip Schofield! The Schofe! He's a legend, Amy, you need to follow him  he's on my page.",1,1
just got home.  enjoying twitter!!,1,1
soooo boreddd. and wishes she was with katie amanda and melissa,0,0
"SERIOUSLY looking 4 input on MS CRM 4.0  didn't choose it, gotta work w/it   HTML showing up everywhere in email activity report -anyone?",0,0
@victor_go you sure ?,1,1
"I had one week vacation now, one more week to go",1,0
Leavin bartinis for the last time.....goodbye first houston gay klub,0,1
@kataleifsdottir you have good taste in music! Mgmt is good stuff,1,1
i have a shitton of emails to check this morning,0,0
Only one fiddle player at pert near makes me sad,0,0
"@Luvschweetheart I'd just leave them closed durring the hottest part of the day, then open em up in the evening",1,1
@ANDREAamara Thank you.  I do love hummus but we did not have any in the house...,0,1
Paranoid LOOOOOOOOOVe that song @jonasbrothers Good job! AMAZING!! http://bit.ly/Qqaqp,1,1
@ChasL [ 10 Real Life Networking Tips for Tweeters http://bit.ly/14I4EQ ] This link didn't work for me  ...could you check it?,0,0
"ugh man my cousins are gone.....my room is a mess, ima clean it in a jiffy then watch some t.v",1,0
happy birthday andy hurley &lt;3 love that dude's passion. andy plays like a mad man on the drums,1,1
Seems to be working now though!  Watch the F1 or do some Physics revision? Not a hard decision!,1,1
"Tired, with PJ still in a van. Haha. Im so sleepy. I miss pplz.",0,0
@debol1018 how did you find my twitter account,1,1
I'm watching Harry Potter and The Order of the Pheonix cuz I'm mint like that.,1,0
"What a lovely day.  Full body massage, then shopping for face cloths &amp; over the door hook, then had lunch and spent time with friends. #fb",1,1
"I have an editor, his name is VInce. He made corrections, but he didn't make me wince  How cool is that ! This book is really happening!",1,1
@jinxman you would be suprised how lively is invisible space. Much more inteligence and power than within humans. It's social network 3.0,1,1
"@BeautySchooled Haha! Hey missy!  So, I KNOW I need to schedule an appointment but me u &amp; @anikakai need to go get dranks! LOL!",1,1
"@KellyOlexa Hey lady!!!  How was your birthday? I'm okay - exhausted from the move back home, but it's going to be good for the summer",1,1
@PartyPleaser Reveal (REM) is the perfect summer CD to listen to,1,1
suprised by nicole,1,1
's senior prom is tonight! So excited.,1,1
"@soillodge yes, it will be. it's only Monday",0,1
Im going to fail my maths exam - I dont understand any of it,0,0
"@jimmyfranco pineapple express was fantastic!!!! pure class, just the funniest thing i've seen in ages, you rock  x",1,1
".@nik_kee_dee well, the tweeting part is good for sure, anyway",1,1
Didnt get the punch out mag  but the pin badge looks cool/.,0,0
CONGRATS TO EVERYONE GRADUATING TODAY!!,1,1
going to ma bed  i hav to sleep...bye twitters,1,1
"in mississippi now, on our way to grab dinner at soul veg in atlanta",1,1
"@rossbreadmore sounds like fun, no sunshine here  Are you following me on ali_bubblegate and ali_mosaic?",0,1
Just started my first warlock ever. Its so leet! But so is every other class at level 2...,1,1
@bryanbrinkman congrats to the lil brother!!,1,1
@annaw1272 thats deffo the real miley  shes even said on interviews tht its her,1,0
@Heather0831 Love you...Sorry I don't see you more,0,0
I am lonely... Can you write back?  (via #zenjar ),0,1
@DidiluvsomeWood Today is the day. My last one  its impossible to ever be ready for something like this.,0,0
i miss her ..... i hope she comes back,0,0
need to go put up a electric fence.,0,0
@LizUK There a reason my BFF is my BFF.,1,0
@itwittfems canceled on us  he said next time for sure! but me @TsolairVictoria &amp; Riann are on a mission somewhere else,0,0
@BIGDOTSTRY_79 Awww my bad bae lol Ima be there soon....not soon enough tho!!  I got u on that movie date tho.....promise.,0,0
@orangemedown  i miss you. So much.,1,0
"@kbabi0348 haha neither could i! XD and i couldn't hear for longer than that. aw, me too  that would be so cool.",0,0
Why am I up so early... The joke is I can't get back to sleep,0,0
...jjust saw a car full of clowns omg,0,0
@captainfrancooo hope you don't move on a day like today... like we did,0,1
@Mocurrie25 good luck!! I'll be watching,1,1
@hyperpandalub hahah keychain lovin' forevahhh.  GOOD!,1,1
@CoreyQuinones it sucks!!!!!,0,0
Avril Lavigne-Fall to pieces.  [good song] sounds like me,1,1
"going home from dorthe to my house to eat dinner, then back 2 dorthe to do homeworks and have fun!  xoox",1,1
"@item_9 haha yes, most likely.  from the web though.  itd be too expensive to use my phone.",1,0
Work is going by sooo slowly!,0,0
@JuicyGossip thanks perez!,1,1
Yo guys im back !!!,1,1
Omg I just met the most adorable girl! Too bad she's married.,0,0
@EllaPaige no way! what are u doing honey? I'm studying for school and doing homework!,0,0
"Going to bed. 14 hours on a film set makes me tired, but so happy!",1,1
@my2gs my kids LOVE PB &amp; J and marshmallows although not together  They are lactose intolerant so milk is for DH onlly,1,1
@VanessaaHudgens Awww  Here in the Uk we were asleep when you started 'Follow Friday'.. So there's no chance of you ever following me,0,1
@youbetheanchor HARRY POTTER!!! you GO girl!!!,1,1
the bestie is on her way back home while I'm on my way to my final paper  Oh dear LDRs,0,0
@WestEndActress You should be proud! It was SO good  x,1,1
@amandaniqole oh yes bish we back!!!!  cant wait to see your ass i saw ang scott and wonder already ur M.I.A,1,0
@icarlosplanet hi cad! i'm on twitter now.,1,1
@emiwenis I don't get a rainbow led when I get texts  am I doing something wrong?,0,0
"@jeffcannata Sadly I won't see it, working.",0,0
Simply glowing after spending the day with my wife . . . at the beach . . . in the sun . . . with not enough sunscreen.  #fb,0,0
"Umm, there were no signs on that door indicating it was alarmed  #wdehd",0,0
@dudeman718 Why thank you   Have a great Friday! So beautiful outside again here in Chicago...,1,1
http://twitpic.com/6iyyt - me and my friends on the last day of school,0,1
"@peterfacinelli It's technically the 25th now, i can't sign up.  Do I have to wait till the morning then?",0,0
"Should have went home last night, now i'm at work with no jacket and freezing.  lol oh well. Had an amazing night. =D",0,0
@ravensfan40 HAVE FUN!! &amp; take pics!,1,1
@epicflailer *gulps* you are teeeeeasing me. it is not nice,0,0
My day of solitude.  Ahhhh.,1,0
w00t!!! jQuery will be included in ThunderBird 3!!! (via @jquery) Yay!  #squarespace,1,1
@xoxoJL happy birthday.,1,1
"is wondering why everyone has turned on Susan  She's a talented, unassuming lady who just proved how gracious she is at coming second",0,0
@symphnysldr I wish I could go  mabye I'll come to America for your next tour?,0,1
"Ugh. So tired but i dont want to go to bed have funeral stuff all day tomorow, well today... Anyways it will be sad.",0,0
going to do somework good night tweetheads,0,1
is it me or is the sky GREY...what happened to the lovely hot sunny day we had yesterday? what a let down.......im upset now 'hmmmm',0,0
"@kishorcariappa they just wont let the office boys sit for a while, their job is just to make them run around",0,1
"Still not feeling good, but I'm super happy cause we got a 50&quot; tv yesterday!",1,1
"It's only 15 minutes if you pick it up, abd it also saves a delivery boy tip",1,1
@TechBabe yeah fuck em...luv ur tweets keep on bein saucy,1,1
"@petewentz Oh, pete. it's hard to be famous isn't it? goodluck.",1,1
Thank GOD I fixed the problemmmm!!!!!,1,0
@MandySparrow This is like his 4th heart attack. I'm tripping out for sure. He was doing so well...,0,0
"@witch_md Yep, got CUT but it was already 0415. Ngwek. Still, CUT is CUT. Kainis the OP didn't list me for tonight when he said he would",0,0
"@tiaralynn Yup, I am using Windows Vista. It's working. Just install AIR before installing DT, it'll work.",1,1
Happy 2 Months! I love my baby.,1,1
@anavalesmil If I'd have your cell phone I would call you... sorry. But you can give it to me and I'll take you the next time,1,0
@blackaristocrat I just got done! thank the lawd,1,0
"@Listersmate Older &amp; smarter, but still learning, caring &amp; sharing.",1,1
"GRRR I hate it when I woke up to early &amp;cnt go bck 2 sleep  sheesh. Well, since I'm wking up early think I'm gon' 2 wtch some cartoons.",0,0
"nose ring fell out  , worked all day, finally home,went in jacuzzi now time to rest!!! FINALLY!",0,0
Be my Yoko Ono and follow me wherever I may go !,1,1
I'm booooord - exsam's reding is NOT fun!,0,0
"Kitchen nearly done, just have the stove top to clean.  I'm pooped and missing a gorgeous day outside",0,0
@SongzYuuup MR Songz I think you and ms MARIAH CAREY should do  a lovely ballad together.You guys are the greatest singers of time.  x,1,1
"@apatheticmike I suspect you're a student untill your student card expires, mine expires at the end of July",0,1
"@jontypryor she told me to tell you that she's inviting you, not me",1,1
"I have a cold now, Dougie's blame lol I don't have any weapon  haha pic kudos: @izzyweib &amp; me",0,0
@deeds Sounds like a plan,1,1
haha i am now following russel brand,1,1
Life DS:Life Podcast now recording - http://nukoda.com/live It wouldn't be a live show if it wasn't late  @ reply me to appear on screen,1,1
300th update.  lol,1,1
Awwww maybe Bronnie can have his mommy take him to Disney,0,1
@omgitismanda that sounds fun  sitting in my room trying to work on this new story but I can't decide on who to kill off... ;),1,1
@morggiemae hahaha i know! i'll work hard to be a better person!,1,1
Been listening to &quot;jangan diucap selamat tinggal&quot; from shades practically since ystrdy night. So touching la the song,0,1
@nicolexhey Hey I'm here too,1,1
"hanging with dom, isaac, and javier. javier leaves tomorrow.",0,0
i love the cubs  go cubs!,1,1
